标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650 72色域九代四核I5-9300H 8G内存 512G SSD PCIe高速固态 定制,戴尔（DELL）,戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650 72色域九代四核I5-9300H 8G内存 512G SSD PCIe高速固态 定制,31635542122,3799.00,5168,5,2572,3556,0.97,77,59,46,33
【定制win7专业版】联想商务笔记本电脑昭阳E43-80 14英寸高清商用办公游戏两用轻薄本 定制：i5-8250U 4G 500G 2G W7,联想（Lenovo）,【定制win7专业版】联想商务笔记本电脑昭阳E43-80 14英寸高清商用办公游戏两用轻薄本 定制：i5-8250U 4G 500G 2G W7,40674622101,3699.00,5335,5,5147,4496,0.99,23,3,1,3
【定制win7专业版】联想商务笔记本电脑昭阳E43-80 14英寸高清商用办公游戏两用轻薄本 定制：i3-8130U 8G 256G固态 2G,联想（Lenovo）,【定制win7专业版】联想商务笔记本电脑昭阳E43-80 14英寸高清商用办公游戏两用轻薄本 定制：i3-8130U 8G 256G固态 2G,40334057778,3849.00,5335,5,5147,4496,0.99,23,3,1,3
联想扬天威5/V130 15.6英寸笔记本电脑 超轻薄游戏办公娱乐便携手提商务本 性价比：i5-7200U 8G 1T+128G固态 2G独显 win10系统,联想（Lenovo）,联想扬天威5/V130 15.6英寸笔记本电脑 超轻薄游戏办公娱乐便携手提商务本 性价比：i5-7200U 8G 1T+128G固态 2G独显 win10系统,29732987441,4049.00,5165,5,4491,3087,0.98,86,68,41,34
联想扬天威5/V130 15.6英寸笔记本电脑 超轻薄游戏办公娱乐便携手提商务本 顶配版：i5-7200U 8G 1T+256G固态 2G独显 win10系统,联想（Lenovo）,联想扬天威5/V130 15.6英寸笔记本电脑 超轻薄游戏办公娱乐便携手提商务本 顶配版：i5-7200U 8G 1T+256G固态 2G独显 win10系统,30394029827,12388.00,5165,5,4491,3087,0.98,86,68,41,34
【新品上市】苹果2019新款MacBook Pro 13.3英寸苹果笔记本电脑2018款超薄笔记本 19新款MV992CH/A-银色-256GB,APPLE苹果,APPLE苹果MacBook Pro,30390528711,6779.00,5428,5,3853,3515,0.97,92,66,85,29
戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650 72色域九代六核I7-9750H 8G内存 1T机械+128G固态PCIe 定制,戴尔（DELL）,戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650 72色域九代六核I7-9750H 8G内存 1T机械+128G固态PCIe 定制,51070031591,5799.00,5168,5,2572,3556,0.97,77,59,46,33
戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1050独显3G 九代四核I5-9300H 8G内存 1T机械+128G固态PCIe 定制,戴尔（DELL）,戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1050独显3G 九代四核I5-9300H 8G内存 1T机械+128G固态PCIe 定制,29244176731,6579.00,5168,5,2572,3556,0.97,77,59,46,33
戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650独显4G 九代四核I5-9300H 16G内存 1T机械+128G固态PCIe 定制,戴尔（DELL）,戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650独显4G 九代四核I5-9300H 16G内存 1T机械+128G固态PCIe 定制,31635542105,6899.00,5168,5,2572,3556,0.97,77,59,46,33
,,,,,,,,,,,,,
惠普(HP)暗影精灵5代 设计师电脑15.6英寸游戏笔记本电脑 暗影精灵5 Air HP 15-DC 1061TX：i7-9750H/1650-4G独显,惠普（HP）,惠普（HP）惠普暗影精灵5,49919024850,7999.00,5105,5,4936,4129,0.99,10,0,14,9
APPLE苹果 MacBook Air13.3英寸轻薄笔记本电脑2017款 官方标配【购套餐版送大礼包】 i5+8GB内存+128GB闪存【D32】,APPLE苹果,APPLE苹果MacBook Air,13567098387,5788.00,5086,5,4373,2776,0.98,78,64,47,11
APPLE苹果 MacBook Air13.3英寸轻薄笔记本电脑2017款 标配+防水手提包【送蓝牙鼠标+键盘膜+水晶壳】 i5+8GB内存+128GB闪存【D32】,APPLE苹果,APPLE苹果MacBook Air,12777046909,5888.00,5085,5,4372,2776,0.98,78,64,47,11
APPLE苹果 MacBook Air13.3英寸轻薄笔记本电脑2017款 标配+原装鼠标【送防水手提包+键盘膜+水晶保护壳】 i5+8GB内存+128GB闪存【D32】,APPLE苹果,APPLE苹果MacBook Air,12777046907,6218.00,5084,5,4371,2776,0.98,78,64,47,11
联想（Lenovo） 笔记本电脑 V130升级轻薄商务办公游戏本 14英寸家用酷睿i5手提本 定制i5-7200U 8G 1T+128G固态 2G独显 正版office2016,联想（Lenovo）,联想（Lenovo） 笔记本电脑 V130升级轻薄商务办公游戏本 14英寸家用酷睿i5手提本 定制i5-7200U 8G 1T+128G固态 2G独显 正版office2016,30930628816,3899.00,5066,5,4898,3740,0.99,31,17,23,14
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【每日特价】13寸VE2/4G/128G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【每日特价】13寸VE2/4G/128G固态 顺丰直邮,30278788569,3399.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【特卖】13寸761 i5-4G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【特卖】13寸761 i5-4G/256G固态 顺丰直邮,29859300727,3528.00,5059,5,4255,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【下单发95新】13寸965 i5-4G/128G 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【下单发95新】13寸965 i5-4G/128G 顺丰直邮,29859300733,2959.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【特价】13寸MC966 i5-4G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【特价】13寸MC966 i5-4G/256G固态 顺丰直邮,30278788565,3129.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】13寸VG2 i5-4G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】13寸VG2 i5-4G/256G固态 顺丰直邮,30278788568,4299.00,5058,5,4254,2678,0.99,49,46,21,8
联想V130系列手提便携轻薄本学生家用影音超极本商务办公笔记本电脑扬天V110升级 定制A4-9125/8G/500G+128G双硬盘 2G独显/黑色/14英寸,联想（Lenovo）,联想（Lenovo）V130,59073270605,2488.00,5076,5,1072,3964,0.96,38,1,26,14
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【促销直降】13寸760 i5-4G/128G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【促销直降】13寸760 i5-4G/128G固态 顺丰直邮,30278788570,3266.00,5058,5,4254,2678,0.99,49,46,21,8
联想V130系列手提便携轻薄本学生家用影音超极本商务办公笔记本电脑扬天V110升级 定制A4-9125/4G/500G+128G双硬盘 2G独显/黑色/14英寸,联想（Lenovo）,联想（Lenovo）V130,59073270604,2288.00,5076,5,1072,3964,0.96,37,1,26,14
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【17款】13寸D42 i5-8G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【17款】13寸D42 i5-8G/256G固态 顺丰直邮,30278788572,4899.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【17款】13寸D32 i5-8G/128G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【17款】13寸D32 i5-8G/128G固态 顺丰直邮,29859300721,4266.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【16款】13寸GG2 i5-8G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【16款】13寸GG2 i5-8G/256G固态 顺丰直邮,30278788573,4468.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】11寸VM2 i5-4G/128G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】11寸VM2 i5-4G/128G固态 顺丰直邮,44266592067,3199.00,5058,5,4254,2678,0.99,49,46,21,8
【新品】联想小新Air14 2019款 笔记本电脑四核R5超轻薄全面屏背光键盘指纹解锁双风扇大学生本 定制R5-3500U 8G 512G固态 银色 荣耀银 全高清全面屏 小新14升级版,联想（Lenovo）,联想（Lenovo）联想小新air14,53506976642,4099.00,5037,5,1051,3949,0.96,7,0,35,2
【新品】联想小新Air14 2019款 笔记本电脑四核R5超轻薄全面屏背光键盘指纹解锁双风扇大学生本 标配【R5-3500U/4G 256G固态】 荣耀银 全高清全面屏 小新14升级版,联想（Lenovo）,联想（Lenovo）联想小新air14,53660554471,4199.00,5037,5,1051,3949,0.96,7,0,35,2
【11.11】联想小新14 2019秒杀款 新锐龙四核R5-3500U 全高清屏窄边框性能笔记本电脑 R5四核锐龙3500U 8G 1T+512G升级 Radeon Vega高性能显卡 FHD全高清银,联想（Lenovo）,联想（Lenovo）2019年小新14全新款 尊贵锐龙版,14020547214,4199.00,5037,5,4920,3875,0.98,32,2,37,15
联想V330系列15.6英寸轻薄便携手提超薄本商务办公超极本家用笔记本电脑扬天V110升级 定制A6-9225/8G/500G+128G双硬盘 2G独显 星空灰,联想（Lenovo）,联想（Lenovo）V330,59082335537,2898.00,5059,5,1077,3959,0.97,30,2,18,5
联想V330系列15.6英寸轻薄便携手提超薄本商务办公超极本家用笔记本电脑扬天V110升级 定制A6-9225/8G/500G+256G双硬盘 2G独显 星空灰,联想（Lenovo）,联想（Lenovo）V330,59082335539,3098.00,5059,5,1077,3959,0.97,30,2,18,5
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置三：8G/1T+128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置三：8G/1T+128G固态-Y5000,55783070916,3999.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置四：16G/1T+128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置四：16G/1T+128G固态-Y5000,55783070911,4399.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置一：4G/128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置一：4G/128G固态-Y5000,55783070908,3099.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置四：16G/500G+128G固态-Y4000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置四：16G/500G+128G固态-Y4000,51118471230,4299.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 双固态：8G/128G+512G固态--Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 双固态：8G/128G+512G固态--Y5000,55783070912,4199.00,5031,5,1684,3301,0.97,132,67,27,19
【新品】联想小新Air14 2019款 笔记本电脑四核R5超轻薄全面屏背光键盘指纹解锁双风扇大学生本 定制R5-3500U 12G 512G固态 荣耀银 全高清全面屏 小新14升级版,联想（Lenovo）,联想（Lenovo）联想小新air14,53506976644,4199.00,5037,5,1051,3949,0.96,7,0,35,2
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】11寸VP2 i5-4G/256G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【15款】11寸VP2 i5-4G/256G固态 顺丰直邮,44266592068,3599.00,5058,5,4254,2678,0.99,49,46,21,8
【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【16款】13寸GF2 i5-8G/128G固态 顺丰直邮,Apple,【二手9成新】Apple MacBook Air超轻薄款苹果笔记本电脑 家用PS办公设计CAD 【16款】13寸GF2 i5-8G/128G固态 顺丰直邮,30278788574,3899.00,5058,5,4254,2678,0.99,49,46,21,8
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置四：16G/500G+128G固态-Y4000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置四：16G/500G+128G固态-Y4000,51118471224,4299.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置三：8G/500G+128G固态-Y4000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置三：8G/500G+128G固态-Y4000,51118471223,3799.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置二：4G/1T+128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置二：4G/1T+128G固态-Y5000,55783070915,3599.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 双固态：8G/128G+512G固态--Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 双固态：8G/128G+512G固态--Y5000,55783070918,4299.00,5031,5,1684,3301,0.97,132,67,27,19
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R7-3700U 12G 512G性能版 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R7-3700U 12G 512G性能版 银灰 Vega8高性能显卡,57370519480,4499.00,5194,5,1061,4098,0.96,64,107,20,15
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置四：16G/1T+128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置四：16G/1T+128G固态-Y5000,55783070917,4499.00,5031,5,1684,3301,0.97,132,67,27,19
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置二：4G/500G+128G固态-Y4000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 星空灰-2G独显 配置二：4G/500G+128G固态-Y4000,51118471228,3499.00,5031,5,1684,3301,0.97,132,67,27,19
联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 256G 固态 定制银 MX150 2G独显+100%sRGB高色域,联想（Lenovo）,联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 256G 固态 定制银 MX150 2G独显+100%sRGB高色域,17763950118,5699.00,5257,5,3205,3511,0.98,117,41,35,14
华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置三：8G/1T+128G固态-Y5000,华硕（ASUS）,华硕笔记本电脑 Y4000/Y5000顽石超薄本高清大屏家用商务本学生游戏轻薄便携独显上网手提电脑 冰钻金-2G独显 配置三：8G/1T+128G固态-Y5000,55783070910,3899.00,5031,5,1684,3301,0.97,132,67,27,19
【11.11】联想小新14 2019秒杀款 新锐龙四核R5-3500U 全高清屏窄边框性能笔记本电脑 R5四核锐龙3500U 8G 1T+256G标配 Radeon Vega高性能显卡 FHD全高清银,联想（Lenovo）,联想（Lenovo）2019年小新14全新款 尊贵锐龙版,22301190688,3999.00,5036,5,4919,3875,0.98,31,2,37,15
【11.11】联想小新14 2019秒杀款 新锐龙四核R5-3500U 全高清屏窄边框性能笔记本电脑 R5四核锐龙3500U 12G 1T+512G升级 Radeon Vega高性能显卡 FHD全高清,联想（Lenovo）,联想（Lenovo）2019年小新14全新款 尊贵锐龙版,26005774031,4399.00,5036,5,4919,3875,0.98,31,2,37,15
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R5-3500U 20G 1T+256G 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R5-3500U 20G 1T+256G 银灰 Vega8高性能显卡,53624853932,4199.00,5194,5,1061,4098,0.96,64,107,20,15
戴尔（DELL） 成就5000 V5590 15.6英寸窄边框轻薄笔记本电脑 商务办公手提电脑 V5590 i7-10510U MX250 2G 16G内存 512G固态+1TB 定制版,戴尔（DELL）,戴尔（DELL） 成就5000 V5590 15.6英寸窄边框轻薄笔记本电脑 商务办公手提电脑 V5590 i7-10510U MX250 2G 16G内存 512G固态+1TB 定制版,23197027133,6798.00,5012,5,3561,2303,0.97,108,48,62,20
戴尔（DELL） 成就5000 V5590 15.6英寸窄边框轻薄笔记本电脑 商务办公手提电脑 V5590 i5-10210U MX230 2G 8G内存 256G固态+1TB 定制版,戴尔（DELL）,戴尔（DELL） 成就5000 V5590 15.6英寸窄边框轻薄笔记本电脑 商务办公手提电脑 V5590 i5-10210U MX230 2G 8G内存 256G固态+1TB 定制版,11974345916,5399.00,5012,5,3561,2303,0.97,108,48,62,20
